,author,reviewBody,reviewRating,ratingMaxvalue,dateCreated,reviewUrl,reviewSource,name,address,Sentiment
80,Student,"The campus is good, I am still getting use to it but seem lovely",4.4,5.0,2010,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Aungier Street","TU Dublin, Aungier Street",1.0
81,Student,Great college and very friendly and helpful people all over the college. New campus is beatufiful but still lacking some facilities,2.8,5.0,2010,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Aungier Street","TU Dublin, Aungier Street",-1.0
82,Student,Excellent university and lecturers however administration and management can be slow.,4.2,5.0,2010,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Aungier Street","TU Dublin, Aungier Street",1.0
83,Student,Nice university on the small side. Nice area.,3.4,5.0,2010,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Aungier Street","TU Dublin, Aungier Street",-1.0
84,Student,My university is very far away to my accommodation,3.2,5.0,2010,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
85,Student,Good campus and lovely place to study and definitely would recommend others,4.0,5.0,2010,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
86,Student,"I just started 3rd year, i have yet to get my results from 2nd year back and had to follow up myself only to find out that there is a query about one supplemental exam. Because of this I cant register for the year or any modules and I have a part of a project worth 40% of my whole year due next week that I can't start. I have received no emails from the college or any lecturer, or even the college itself. i had to call registration services for them to tell me that I can;t register because my accounts have been disabled. Overall, I'm very stressed and disappointed. I wouldn't recommend TU Dublin to anyone, especially the School of Languages.",2.6,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
87,Student,New campus is lovely and the new facilities are brilliant.,4.2,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
88,Student,I have not learned anything since I started.,1.4,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
89,Student,The conservative of Music and Drama is the perfect place to study if you want a broad knowledge of the industry and a supportive learning environment with amazing state of the art facilities,3.6,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
90,Student,"Very bad experience here. Lectures are uninterested and seem to just want to get out of there (most lecturers, there are of course a few good ones). Some are arrogant beyond belief for no apparent reason. My 4th year thesis supervisor corrected no work/drafts for me and supported me in no way at all. Basically put in the work in 6th year and get into a proper college no this kip.",1.8,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
91,Student,"Lecturers were very mean and spoke down to students like kids. No enthusiasm, no fun, no interest at all. It was a sad place to be and I’ve since left the university. Better off in a different one, leaving was the best decision I’ve made",1.2,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
92,Student,TU Grangegorman is a beautiful campus with many great facilities.,4.4,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
93,Student,"For a technology university I don’t see how I get viruses everytime I plug my usb in which currpt all files on it and resets my work , really annoys me , the lectures didn’t care , they be giving out assignment after assignment not giving a f***",2.6,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
94,Student,doing marketing. they genuinely care about u and try help you!,4.6,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
95,Student,Studied Drama at the TUD Conservatory (Rathmines) and it was awful. Complaints were ignored. Useless for disability. Blocked accommodations I was making for myself and gave assistance for things I didn't request that I had to opt out of (for exams I needed to talk to each teacher and tell them I understood that the accommodations requested for me didn't apply to practical exams.),2.0,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
96,Student,"Lecturers were aggressive and treated students like children, one of mine disclosed confidential information about my grades to my class mates. Very unprofessional. Dates and deadlines are very last minute and it’s impossible to keep a job or book holidays while attending. Kevin st campus was very sad and run down. Wouldn’t recommend, but can only go upwards from here",1.8,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
97,Student,Honestly so far it’s been the best time of my life. Love my course and the people,5.0,5.0,2018,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
98,Student,Amazing campus ! Great facilities ! Amazing lecturers ! Just all round great college,4.8,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",1.0
99,Student,Need to work more on improving student engagement.,1.8,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
100,Student,Student Union More interested in reels than actual student problems,1.2,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
101,Student,Admissions office is very helpful for international students,3.2,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
102,Student,Cafeteria too expensive,1.8,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
103,Student,Teachers need to understand what problems students are facing before giving out.,1.8,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054984-technological-university-dublin-dublin,www.studentcrowd.com,"TU Dublin, Grangegorman Campus","TU Dublin, Grangegorman Campus",-1.0
104,Student,"My experience with Trinity College totally falls under the overall discomfort related to the pandemic. Due to COVID, I've never been able to visit neither the campus nor the city of Dublin, so I invite you to consider my words accordingly. I did not appreciate how the university handled the whole thing. I paid a lot of money to take part to an MPhil I am not very happy to have attended. The professors were very good, but the institution made me feel alone, abandoned. For someone who could not go outside due to the restrictions, the workload revealed to be quite heavy: I went burnout almost twice and event went to the hospital. Moreover, the digital library services were insufficient, so I had to find ""colorful"" ways to retrieve material to write my dissertation. No, we did not have a discount. Last but not least, my degree was not specialising at all, and I spent eight months sending hundreds of curricula.
Happy to have stayed at home, the student housing cost was ridiculous anyways.",2.2,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
105,Student,"I feel like I graduated despite how the programme was structured, not by benefiting from the academic excellence Trinity likes to brag about. Professors seemed swamed by their work as researchers - which advances their careers more than teaching - and the educational experience suffers greatly under this. Seminars were often little more than research papers verbally summarised by a professor with lack of interest in teaching being evident. Feedback on papers in the Master program that I did was often just a number slapped on a submission months after the deadline. When I ocasionally asked for clarification I received either snappy or no responses at all. Other annoyances are a lack of seating spaces to eat, effectively forcing you to spend money in the canteen if you want to stay warm and dry. As a graduate I thus reach this conclusion: If you want a good name on your CV, study at Trinity. If you want an engaging educational experience, consider other options.",2.8,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
106,Student,Really enjoying it so far. Only thing that is frustrating is that it takes a while to hear back.,4.6,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
107,Student,"Trinity was the perfect choice for me, as the master's program I completed was interdisciplinary, interesting, and what I wanted to study. The faculty were very helpful and knowledgeable",3.8,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
108,Student,TCD is an awesome university but sometimes you can feel a bit forgotten about by the administration.,3.2,5.0,2014,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
109,Student,"Trinity is generally a good university, with a lot of life happening. However, you can tell it is slowly getting interested only with getting more and more money, milking students more each year. The TCDSU is not really 100% towards defending us, since it is more a façade for the administration to appease students and pretend they care. I have encountered a lot of issues with connecting with the WIFI. Also they do not seem to care about students’ mental health since the waiting time is 3 months for a meeting and they have not increased the budget allocated to it, despite their claims.",3.6,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
110,Student,"Great university, great campus",5.0,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
111,Student,Really enjoyed the academic and social side,3.8,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
112,Student,The No.1 university in Ireland,5.0,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
113,Student,Brilliant student life and lovely campus!,4.2,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
114,Student,The one problem would be the lack of seating for people wanting to eat food. There’s no area where people can bring their own food to eat. You’re kicked out of the Buttery if you eat anything other than what they sell you. How is this fair? Not everyone can afford to pay for lunch everyday and that doesn’t mean they should be told to sit outside and eat it.,3.8,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
115,Student,"Standard of teaching is s*** as are support services, go to UCD, do yourself a favour",3.2,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
116,Student,"Trinity is fantastic, there’s a space for everyone to find their niche and I feel more at home here than I have anywhere in my whole life",4.6,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
117,Student,"I was deeply deeply unhappy the whole time I studied here. What is crazy to me is how good everything outside uni was going while studying there was absolutely miserable. Trinity was happy to hold me up as an example from a ‘disadvantaged area’ at an event in first year, but the support pretty much stopped there. The first two years were exhausting trying to pander to Trinity students who tend to be pretty well off and not very inclusive, and I found it very hard to make genuine friends. There was no full time professors in my department, just lecturers who come in for an hour or two a day other than that the building is empty. In first year I had ten hours a week, and the hours went down ever year so that in my final year I had just 5 hours a week plus a 10 minute zoom slot to talk about my portfolio. You might think I’m being pessimistic or dramatic, but I would genuinely implore you to explore other options and get opinions from other people before you choose Trinity.",1.8,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
118,Student,"I love Trinity campus, so many different places to sit down and relax after classes",4.4,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
119,Student,"The actual learning is really good and the social aspect is really good, but the current student union body is terrible i don’t understand how they were elected. The careers guidance, i don’t know if it’s just for my field, but it’s basically non existent, i’m finishing third year and have practically no idea of what my options are for when I finish. That’s something they could use a little more work with. I’m in stem, and all the lab facilities are really good. However, the administration in Trinity is literally so bad, a lot of important information my course found out was through people in the year ahead or from people in other courses. It needs a lot of improvement.",3.8,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
120,Student,"The faculty does little to nothing to help students with future careers, almost no courses have internships or placement included. Very poor method of teaching for the working world.",2.6,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
121,Student,The university has lots of things to do and good amenities,4.6,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
122,Student,"Situated in the heart of Dublin, Trinity College has a rich history and terrific academic facilities.",4.2,5.0,2016,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
123,Student,I had a lot of expectations before coming here. I’m still hopeful,3.0,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
124,Student,"Grand grand, nice staff and tutors",3.0,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
125,Student,"I love going to college in Trinity, especially now since campus has opened back up. The facilities such as the libraries and the gym are great. The college also makes an effort to ensure students have help for whatever they need, and know who they can ask for help whenever.",3.2,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
126,Student,I have enjoyed my time studying in the school of English at Trinity.,3.8,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
127,Student,"Great campus and facilities, the online systems could do with a major update.",4.4,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
128,Student,Handled covid absolutely awfully,2.4,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
129,Student,UCD is the best university I've been studying in so far.,4.4,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
130,Student,Amazing old style campus and events being tuny,4.6,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
131,Student,"Even though my first year at this university was changed a lot with COVID, I enjoyed my experience thoroughly knowing the staff and my peers were supportive and welcoming.",4.0,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
132,Student,"Trinity is such a wonderful campus and atmosphere. Even in COVID times, it was so nice to just be there. The staff in my program could not have been better and more understanding during these troubling times.",4.6,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
133,Student,Pretty satisfied overall. The campus is beautiful.,3.6,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
134,Student,The location of Trinity's college campus provides the perfect flavour to academic & student life - situated right in the heart centre provides a unique experience between a city & campus life that has been hard to beat!,4.2,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
135,Student,"Great experience and learning altogether with great modules and lecturers. Student union, careers service and scholarship structures could be improved.",4.2,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
136,Student,Great experience overall. Interesting and fun students.,3.4,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
137,Student,"Superb University, assists students to seek knowledge and complete their work particularly in regard to the current pandemic environment",4.8,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
138,Student,"I like trinity, but sometimes it focuses a little more on tourism than students.",4.0,5.0,2012,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
139,Student,"I love Trinity, haven’t been able to have the full experience this year because of COVID, yet the teaching is very good.",3.4,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
140,Student,Overall a very good university experience.,4.2,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
141,Student,It was a great experience even under current circumstances,5.0,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
142,Student,I have really enjoyed my time at Trinity College,4.0,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
143,Student,Lovely campus located in a nice part of Dublin,4.0,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
144,Student,Never attended a lot in person classes due to the pandemic since everything was switched to online. But overall a good experience.,3.8,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
145,Student,Trinity is great all round great location,4.6,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
146,Student,"After five years in Trinity I 100% recommend you enjoy it. Take part in as many clubs/societies as possible, which are fantastic and make the most of it.",3.6,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
147,Student,Great college in a great location and just generally a fantastic place to be,5.0,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
148,Student,Trinity College offers such a unique college experience and I'm so glad I've been able to complete my studies here!,4.4,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
149,Student,"Campus facilities are dated, staff care little about education but love to research irrelevant topics.
Clubs are pretentious and full of rich southside kids who compare their dads jobs.
Student union is the same, rich southside socialites with too much time on their hands.
I got 0 careers help at any stage from the college. Nobody once spoke about the relevance of what I was studying to work... And I studied engineering.
Wifi is the best thing about the college.",2.2,5.0,2013,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
150,Student,"Experience of a science & health science faculty student.
Campus/Facilities 2/5, lack of student space in the science side of campus for eating, studying, printing facilities were often out of order, computer room spaces were insufficient.
Clubs and societies 3/5, there was a huge array of clubs and societies that would put on plenty of events all year.
Students Union 3/5, often disengaged from SU likely due to distance, SU and faculty miscommunications leading to disruption of student services occurring during my time.
Careers service 3/5, the careers service is excellent, the guidance councilors especially so, however, their services could be better funded to allow students more time with councilors/other services.
Internet/Wifi 4/5, Wifi's fine .
Not described above:
College Health Services is extremely overbooked, getting appointments could take a month, but the staff working there are very nice.
College mental health/counseling service is heavily underfunded",3.0,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
151,Student,"Best in Ireland, only begrudged by people who didn’t get in",4.8,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
152,Student,"Underfunded music department, no soundproofing or proper practice facilities, poor choice of modules, the odd bad lecturer, cash grabbing administration who are terrible at actually helping students and consistently put the universities status as a tourist destination above its duties to current students.",2.2,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
153,Student,"For a college known to be prestigious, it really doesnt invest in its students or their facilities. Some buildings are so old and nothing is done about them. If only they used the money they got from the book of kells to improve facilities.",3.0,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
154,Student,The societies are the best things about Trinity College Dublin. Each society has great facilities and the work ethic of the committee are incredible. On the campus I feel the college needs more areas for sitting down and reading that is not the library. There is a lack of “hang out” places for people who are not in a society and the quality of the ones that are already there is lacking. The gym could be bigger and the WiFi never worked for me once in my four years there. I would of liked more help in the career service and I did not get much. Trinity is an amazing place however in terms of it’s historical campus ground and the atmosphere within the walls of the college is always so vibrant and exciting. I love this university a lot.,3.8,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
155,Student,"A great college for some courses, some others.... not so much. Really caters to the fun life of arts degrees and s**** on those in medical school or more difficult degrees.",3.4,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
156,Student,Sure the only problem is that most people aren't from South Dublin. Where are all my Rock boys at?,5.0,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,1.0
157,Student,"Its a lovely campus, and has many great facilities. Although eduroam never works for students, and the Students’ Union didn’t provide much support for movements such as the no detriment exam policy. The SU have shops on campus which is great though. Student goods at discounted prices and the Tcard. I haven’t been interacting with the careers service that much but they’re alright. Clubs and Societies are great, just needs a lot more funding",3.4,5.0,2017,https://www.studentcrowd.com/university-l1054971-s1054985-trinity-college-dublin-dublin,www.studentcrowd.com,Trinity College Dublin,Trinity College Dublin,-1.0
158,Student,"Extremely slow and incompetent administration, no one replies to emails and no one answers the phone. I don't recommend this college. Teaching is also poor compared to American Universities.",1.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,-1.0
159,Student,"As an international student from the U.S., Trinity was a great university, full of opportunities to meet new people and engage with the Dublin community. The academic atmosphere took a bit of time to understand as the grading system differs from the US, but the classes were of excellent quality, and the use of tutorials and seminars allowed us to explore our subjects in greater depth.

Unfortunately, one of the biggest drawbacks of TCD is its partial disregard for international students in particular. The cost (though less than many U.S. institutions) is roughly x4 the Irish national rate. Paired with the unnecessarily difficult immigration permission process each year and poor communication within the academic registry, there is a significant burden of stress placed on (non-EU) international students.

Nevertheless, my time at Trinity has been worth the chaos, and I am grateful for the experience that fostered many of my most cherished memories and closest friendships.",4.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,1.0
160,Student,"Do not go here,It is a waste of money,there are far better universities.Postgraduate study is poor at trinity.",1.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,-1.0
161,Student,"While many of the classes were good, working with the administration on anything was far too difficult. They are neither flexible nor approachable, leading to significant delays whenever you need something.",3.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,-1.0
162,Student,"Absolutely horrific. While the transition was swift, they classes were awful. There was little to no engagement from professors, which lead to me learning very little.",2.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,-1.0
163,Student,I had some issues with applications and they really helped and cared that this was my dream school. They stuck to their word and I can not wait to attend.,5.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,1.0
164,Student,"Beautiful campus with an incredible academic atmosphere and an impressive staff. The classes that I have taken have been fascinating and I have gotten a lot out of my experience so far. There is, however, a lot of emphasis out on student-driven learning which at times translates to lack of guidance.",4.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,1.0
165,Student,Trinity College exudes magnificence. The rich history of the college makes you a success as soon as you begin your studies here. Millions of activities go on in various locations in college each day. Skill enhancement is amazing coupled with the great staff. Its worth your time and money.,5.0,5.0,2017,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,1.0
166,Student,"A big concept for Irish institutions is that there are little to no gen-eds unless you take a Broad Curriculum module. This leads to a great, expert-level understanding of your major, but if you want more of a general knowledge degree, Trinity might not be the best for you. Also, as Trinity is the largest, most well-known university in Ireland, they are very conscious of their image. As a result, decisions that the more modern students would disagree with are chosen by the administration in order to appear PC. WARNING: Trinity is not wheel-chair friendly AT ALL unless you have someone there to help you - especially if you're near the STEM (back) side of campus.

On the student life side, TCD has a lot of clubs and societies for students to choose from, from our two debating societies (the Hist and the Phil) to QSoc -
our LGBTQIA+ society to Food and Drink Society to Judo - there's a society or club for anyone and everyone in Trinity (and if there isn't, you can always make one!)",4.0,5.0,2019,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,1.0
167,Student,"A beautiful campus
Active student life
Good teachers
Very safe
Accessible
Very diverse
Good gym
Wide variety of food to buy on campus
Very helpful and friendly teachers
Wide variety of course choices
Multicultural",3.0,5.0,2019,https://www.niche.com/colleges/trinity-college-dublin/reviews/,www.niche.com,Trinity College Dublin,Trinity College Dublin,-1.0
