author,reviewBody,reviewRating,ratingMaxvalue,dateCreated,reviewUrl,reviewSource,name,address,Sentiment
Gavin Gray,"Very unorganized college, I'm going back to study on Monday and they still have no timetable for me!",1,5,3 years ago,https://www.google.com/maps/contrib/100498061045721979459/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARAY,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Queen,"I would give a rise compliment to Mairead Mc Kenna, Susan Murphy and Cathriona Connor. They are the best in DKIT I was lucky to meet them. I wished other staff be cared in teaching good not only for their salary and have good heart like them. The stars just for them. I dont want to give full stars for the college because they let me suffer without obtaining good learning.",3,5,a week ago,https://www.google.com/maps/contrib/109299421629672103320/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARAj,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Sajjad Ahmad,One of the best institute in the country,5,5,a year ago,https://www.google.com/maps/contrib/111545465146482740002/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARBE,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Lokesh Varma,It is good institute but lacks a bit more in mental health. Friendly environment but you need to be socially active otherwise it will be a bit difficult to speak to the others.,4,5,2 years ago,https://www.google.com/maps/contrib/100645343301946687335/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARD_AQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Stephen Condren,"Clean, and safe regarding covid measures",5,5,a year ago,https://www.google.com/maps/contrib/106703678413995783684/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARCcAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Steven Butler,"Parking is appalling, nasty clampers",2,5,a year ago,https://www.google.com/maps/contrib/107909439947405706590/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARCyAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
NELSON GEORGE,Bigger campus than I thought. Need a bit for maintenance.,4,5,a year ago,https://www.google.com/maps/contrib/117544838505845634260/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARBa,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Richard Blondel,"Amazing year at DkIT as an Erasmus student, great and reactive administrative team who took care of us. Great teachers for the BSc in computing with good pedagogical skills and a will to transfer their knowledge. Would 100% recommend",5,5,2 years ago,https://www.google.com/maps/contrib/105529543299310456324/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARC7AQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
David Casey,Great place.,4,5,3 months ago,https://www.google.com/maps/contrib/100018177439627393137/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARBQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Rhona OHagan,"Brilliant as ever xxThank You Ins for Lovely Evening to Assist Us all in Our ""Darkness into Light"" Xperience once again X Again Thankz a Mil x",5,5,6 months ago,https://www.google.com/maps/contrib/109424381521058324598/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARB5,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Mantas Nėnius,Great place to get your level 8 in civil engineering. Loved the staff and the course itself. The only drawback was paid parking and overpriced cafeteria food.,5,5,a year ago,https://www.google.com/maps/contrib/109610180938951932122/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARClAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Danielle,"Still waiting on results ? I wouldnt recommend dkit. The lecturers dont care about anything other than their wages. Even if you reach out to some of them on email, you probably wont get a response for weeks at a time. One of our lecturers have been amazing and I would love if they all followed the same process as her however that is not the case. When spending enormous amounts of money on an ‘education Id expect appropriate conduct, teaching and resources yet this is not the case. On top of that if you miss a class even though they are all recorded, it seems some lecturers will hold a grudge, which is sad in fact. We all have busy lives just trying to get by so if the class of recorded why should being present at the time matter? Why dont you find lecturers who actually have a passion for teaching? Instead you take ones on who already have multiple jobs resulting in them neglecting their students, teaching process and results. Also I dont think one lecturer should have final control over results either it should be peer reviewed by someone else in the department especially when some subjects are quite subjective too.",1,5,5 months ago,https://www.google.com/maps/contrib/108541957605233996787/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARA6,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Alan Wilson,Great place to study with excellent facilities and staff,5,5,6 years ago,https://www.google.com/maps/contrib/104524077588546376705/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARCGAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Don Dealgan,Great grounds for dog walking,3,5,a year ago,https://www.google.com/maps/contrib/114470254404505667251/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARDRAQ,www.google.com,Dundalk Institute of Technology,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",
Nicholas Schena,Griffith College was a great opportunity for me as an American student doing a semester abroad. My program was very accommodating and the college itself offered a lot of interesting classes for me to take and create my own schedule. The lecturers and staff were brilliant and the residence halls were well kept. A great experience!,5,5,5 years ago,https://www.google.com/maps/contrib/116243480559886792161/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARAY,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Romina Raimondi,"My daughter has recently stayed at this college during a summer study trip. It is an excellent college, close to the city center, beautiful indoor and outdoor spaces, good English course, good canteen (you just need a little bit of ability to adapt and curiosity about different kitchens), efficient and super welcome laundry service! Our Italian tour operator made a great choice with Griffith College!",5,5,3 months ago,https://www.google.com/maps/contrib/114286709928835584733/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegQIARBA,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
rara,"The school still owes me more than 1000 euros. I have found the school staff many times but have not solved it. Now I have gone to other schools to study, and my refund has not been returned to me. My experience in this school is very poor.",1,5,2 months ago,https://www.google.com/maps/contrib/113047425766757791139/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARCYAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Zachary Goss,"I attended and worked at Griffith College Dublin in the Alumni Office during the spring of 2019. My time there was nothing short of fantastic, as it was my first semester abroad. In a country and environment that was unfamiliar to me, I was welcomed by students, professors, and co-workers alike. Overall, the facilities were great, the professors were always willing to help whenever needed, and the faculty at Griffith College were absolutely amazing. I am glad that I was able to truly experience Dublin through my study abroad experience and I am so grateful for all of the memories made while here.",5,5,3 years ago,https://www.google.com/maps/contrib/115374405946224658043/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARCMAg,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Hunter Williams,"Griffith has granted me opportunities that I will cherish for the rest of my life. The courses I took were very interesting and the professors made the learning environment very engaging. As a study abroad student from the US, I was very uncertain at how I would be welcomed at a foreign college. From day one, I have been treated very well. The administrators and professors are always very kind and willing to help. I highly recommend Griffith College to anyone.",5,5,4 years ago,https://www.google.com/maps/contrib/103466329931797836428/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARAu,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Yannik Sturm,"I spent my semester abroad at Griffith College. The administration of the college is a bit sluggish. However, all the staff are friendly and helpful. The old building of the campus has charm, the containers took some getting used to.",4,5,5 months ago,https://www.google.com/maps/contrib/107111906157971660526/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARCCAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Alisha Houlihan,"I am a 3rd year student in Griffith College Dublin studying Journalism and Visual Media and I absolutely love it. I moved here three years ago from Mayo to study and I adore the place, everyone is so lovely and with the help of the student union and their events I was able to make many friends for life. As for my course, I wouldnt want to be anywhere else. You study video, photography, broadcasting and much more. I really enjoy doing assignments. :)",5,5,4 years ago,https://www.google.com/maps/contrib/103452077450369954128/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegUIARCGAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Rachel McSweeney,"I just completed the Certificate in Desktop Publishing at Griffith and I absolutely loved it. I was so scared to go back into education to upskill but the lecturer was so encouraging and helpful and the admissions team were so good at taking me through the application process. I loved it so much I have signed up to do the diploma. For anyone scared of going back to study, dont be! It is the best decision I have made for my career!",5,5,3 years ago,https://www.google.com/maps/contrib/112941611109120199224/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARBw,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Faisal Naseer,It is one of the most popular college which caters large number of international students in Ireland.,4,5,a year ago,https://www.google.com/maps/contrib/101631826466992440971/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARDaAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
LIV Fresh,"BEWARE!! THEY WILL RIP U OFF. My ward is admitted to one of the courses with them. They do not have a proper faculty in house, they are using external coaches as well as external invigilators. Kids have upcoming deadline for dissertation to be submitted ...a few days from now and still they have not approved the dessertation topics and the questions and their simply bothering the kids by advising them either to pull out by just taking a diploma instead of a degree or to drop 6 months take a deferment and re appear after 6 month ....think wise before admitting your kids here for any of the courses it is better to send to another college or university then sending them to this Educational Institute. Its waste of money and time.",1,5,4 months ago,https://www.google.com/maps/contrib/105899291642451405795/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegQIARBs,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Doose Ibi,Im doing a masters degree here in International Business and its been quite the journey. The lecturers are great and the environment is generally friendly.,4,5,9 months ago,https://www.google.com/maps/contrib/107514593123519636506/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegUIARDIAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Laura Vera,"I had applied for a course in 2021, and the college has requested all the relevant documentation which I've provided , the person in charge of my application confirmed that my application was sent for review, but never got back to me regarding this. Completely disrespectful, my experience with Griffit college was awful! My time was not valued. I will not recommend this college to my friends or take up any course here.",1,5,a year ago,https://www.google.com/maps/contrib/117067901993780590462/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARD2AQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
hidir kas,"I went there for renewal english course.international office said to me if you want just study English course without pathway,you should talk with Jamie Boland.I went beside him but he wasn't there his colleague said if you wait 15-20 minutes you can meet and I waited but he didn't come and his colleague said you should ring or send e mail. I rang he didn't answer and sent e mail.I went beside him again because he didn't reply e mail ,that time I found him his room.I told about my situation and I said I would like get information renewal course.he said I will get back a few days later and I leave there.But he didn't again.Anymore I don't have hope with him so I contacted with school website.One day later I received e mail from eveleen obrien.She sent details and I requested her joing trial lesson she accepted and she said Jamie organised your trial lesson.i said Okey and waited 2 weeks I didn't receive anything.. Eventually I went school twice times and I set a lot e mail in one month.Language department is not interest with students",1,5,a month ago,https://www.google.com/maps/contrib/110303163610343236720/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARCuAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Rajkumar Chhantyal,Excellent education!! Lectures are very good and I have seen lectures always try to give feedback to the students related to the problems. They want all student need be study thats one of the priority. They always ready to help when talk about problems or share any situation your having. I study Ba(horns.) in Business studies almost 3/6 yrs completed time flies quickly . And they have good scheduled plus they give information anything happen in the college by email plus lots of information always in the moodle which is always helpful in any situation. Thank you for teaching and growing in my life by experience college life.!!!,5,5,3 years ago,https://www.google.com/maps/contrib/103852739432308912613/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegUIARCyAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Aaron Mills,"I am currently in my second year in Griffith studying Accounting and Finance. The lecturers and staff are amazing and will do everything they can do to help and support their students. I have met many wonderful people in Griffith and through the students union events Im sure I will meet many more. I couldnt praise Griffith anymore, in every which way they are class above everyone else. I would highly recommend Griffith College Dublin to anyone who is looking to go to college.",5,5,4 years ago,https://www.google.com/maps/contrib/107682635888515542862/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegUIARCcAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
brian irons,I studied computer science here. I enjoyed my time there. Some of the lecturers were great and some we're not. My only bad experience I had there was they didn't really help you find internship during the third year. The issue is that college doesn't reach out to software companies to build relationships so these companies are willing to take on students for internships. It's up to you to find one. There was a class that was supposed to help us to find jobs but it was useless as the lecturer didn't care. Some of the lecturers are great once you get to know them and attend their classes they would gladly go out of their way to help you.,3,5,3 months ago,https://www.google.com/maps/contrib/104143165370553085393/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegQIARBW,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Mustafa Khan,It's one of the best colleges in world I really want to study in this college but i don't know how to get start!,5,5,3 months ago,https://www.google.com/maps/contrib/110679325178974475709/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARDEAQ,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Conor Nolan,"Course studied: BA Business Blended study Currently in my second year of the three year degree Working full-time, I had completely written off any chance that I would study at third level. The month before I applied to Griffith I had watched my friends graduate from their respective studies and I really felt like Id missed out. When I read about blended learning on the Griffith website, I ended up feeling like I'd stumbled across this amazing secret. Before applying, I was worried that working full-time would make it impossible to study without becoming a hermit. The truth is, you can actually keep a great balance if you make a plan early and stick to it. The blended learning approach involves weekly video lectures and webinars with monthly workshops delivered on Saturdays. The other students in my course are great, everyone works together to help one another, in particular around exam time. You're surrounded by other students in your exact position and the support network of students and lecturers help you stay on top of things. It can be challenging at times when work and college, unbeknownst to one another, get busier simultaneously. If, like me you plan on studying while working full-time, I would definitely recommend you have the conversation with work early and keep them in the loop. Once you can communicate with your employer what's going on with college, it can be much easier to harmonize work and study. Blended learning at Griffith has enabled me to study at third level and progress in my career before I've even graduated. Its a great feeling when you can apply what you've studied in college, at work. Balancing work and college brings a structure to my life and helps keep me focused. Im halfway through my degree now and I'm really proud of how far I've come. My biggest regret was that I didnt start blended study sooner.",5,5,3 years ago,https://www.google.com/maps/contrib/116644202622208860213/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARBE,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Yshika,"Hands down! This might be a small college in comparison to others giant universities in Dublin but their services, academic courses and faculty is the best. It's more worthy than the fees you pay especially for the course I pursued that is Master's in Pharmaceutical Business and Technology.",5,5,2 years ago,https://www.google.com/maps/contrib/115925619598886172539/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARBa,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
Ned Panara,"Griffith College is an amazing school. The campus is extremely pretty, the staff is great, and the customer service is beyond comparison. A great location off of South Circular Road, close to many local cafes, restaurants, and pubs. This is the perfect place to explore your options, as you can participate Undergraduate, Postgraduate, or Short courses to fulfill whatever goals you may desire. Being on campus, I can confirm that I've thoroughly enjoyed my time here at Griffith and can't wait to see what the future holds.",5,5,3 years ago,https://www.google.com/maps/contrib/100490093554918470263/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARAC,www.google.com,Griffith College,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",
John Anthony,"It's big, loads of parking, brilliant facilities",5,5,6 months ago,https://www.google.com/maps/contrib/101993357133842738484/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARAu,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Rajeev Shreenidhi,The university situated lil far from the city. However the campus is beautiful. This was formerly known CIT but now it's called MTU. They offer various courses for UG & PG.,4,5,11 months ago,https://www.google.com/maps/contrib/116366932665044231896/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegQIARAs,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Brian Coughlan,"Only gave 1 star because 0 stars isn't an option but truthfully 0 stars would be rich for this so called university. AVOID AT ALL COSTS they'll simply take your money and tell you to sit in your bedroom, they don't care about their students, instead spending all their time with ceremonies and guest visitors. They talk about their world class facilities but don't get too excited because you probably won't be allowed anywhere near them, luckily though you can just watch a video on your laptop for which you'll be charged a nice fee. My advice is save your money and just watch some YouTube videos, they're free or honestly just go to UCC they'll actually let you attend college.",1,5,a year ago,https://www.google.com/maps/contrib/114609462220850567177/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARCyAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
M F,Great lecturers and students. Also I loved to train with the athletics team and other sport options. As an Ersmus Student I had a great time at CIT.,5,5,a year ago,https://www.google.com/maps/contrib/115321150800267061311/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARCNAg,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
william ODonoghue,Great Facilities.. Huge improvement over the years .,5,5,3 weeks ago,https://www.google.com/maps/contrib/115107120660184046211/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARDIAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
O Nate,We took some time to look around the campus. The campus is quite beautiful and modern. There's plenty of green space and lovely architecture. Clearly the place is wheelchair accessible. Good for groups and friends to meet when things are normal.,5,5,a year ago,https://www.google.com/maps/contrib/104837823327910034334/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARDfAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Eoghan Donnelly,"Speaking from a time I studied my apprenticeship here, I would hate to go back. One instructor made my life a misery and happens to be infamous among previous coherts. I dreaded going in daily. Truly shocking when I seen he took over the mamf department.",1,5,a month ago,https://www.google.com/maps/contrib/113868178620474998107/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARCEAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Mr Valentine,My experience at Cork Institute of Technology Ireland opened the doors of my intellectual profundity and wider horizons. CIT is sure,4,5,a year ago,https://www.google.com/maps/contrib/100705571244754956426/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARD1AQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Tyrannosaurus Rex,"When my school orchestra went over to Ireland the past week (20 May 2014) all the way from the USA we went to visit/ play with the Cork School of Music's youth quire. They were absolutely amazing and I can see why this school has such a prestigious name. After getting a tour of the facility, I was just taken away on how amazing it was and how much money is put into funding their music program. If I was ever to get a music major, this is definitely the place I would come to study. Thank you for this life changing opportunity to visit your school!",5,5,8 years ago,https://www.google.com/maps/contrib/115886286134175857446/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegUIARDMAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Elizabeth Faulkner,A wonderful world of learning,5,5,6 months ago,https://www.google.com/maps/contrib/113100522262191643624/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARBw,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
B M,Very helpful staff at CIT. Various programs are offered and International students are welcome. Theres quite a number of students from the Erasmus program. Students can find accommodation easily. Theres plenty of places to eat inside the campus that offers delicious meals and with low prices. There are student societies that are fun to join and one gets to meet other students from different programs.,5,5,2 years ago,https://www.google.com/maps/contrib/106573422194574743494/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegQIARBM,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Sarah-Kate Hennessy,"Attended the vaccination centre here. Very efficient and well laid out. All the staff were lovely, and there were folks all along the way to let you know where you were going from start to finish.",5,5,a year ago,https://www.google.com/maps/contrib/105532985463097442014/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARCjAg,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Ahmed Kabir,"Munster Technological University (MTU) is a well ranked university in Cork, Ireland. Faculty of Engineering is very popular. MSc. in Data science under dept. of Mathematics is one the cheaper one year course . Plenty of Indian students studying data science and getting good jobs, once graduated. Professors are highly profiled and offering graduate studentship or PhD positions to talented student. Also, significant number of scholarships for native and foreign students which cover both the tuition fees and living expenses. All prospective student please keep in mind that don't through garbage email or CV to professors. Organized your CV and email like a professional and I bet you will get a positive feed back. MTU is also friendly for foreign students. There is a football ground and Gymnasium for sports and exercise. The bus no. 205 is going to city center from MTU. Free toilets are located in each floor in each building but only accessible for students and staffs. However, strangers might sneak in and can use the toilet too. Enough students accommodations to accommodate large number of students but expensive! Student can also rent and share house outside which is relatively cheaper. The main problem is that there are no large groceries shops nearby, therefore, need to walk or take the bus. There is a Indian groceries shops called Spice town (16 Uam Var Ave, Bishopstown, Cork, T12 HWX3) but pretty bit far from MTU by walking.",5,5,a year ago,https://www.google.com/maps/contrib/105812569133654134650/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARAY,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Graeme Hosford,The quality of teaching and staff is absolutely shocking. The lecturers don't seem to have a clue what they're doing half the time and seem to go out of their way to pile on unnecessary busy work with the apparent thought that their subject is the only one that matters and no regard is given to anything else which takes up our time. I'm 2 years into my course and I would advise anyone thinking of going here to just go to UCC instead it can't possibly be any less organised there. To give a few examples of the sort of thing to expect from CIT there's been plenty of times we've been a few weeks into a project or assignment and then get told the lecturer has changed their mind on what they want done forcing us to redo it either partially or totally. Overall I think the college is OK but there doesn't seem to be any review by someone in charge of what the staff are actually accomplishing which seems to be less and less which each new class.,1,5,3 years ago,https://www.google.com/maps/contrib/101659637525363328439/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARBa,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Caroline Enock,"Its a great college has 2 gyms, stadiums and alot of study areas",4,5,9 months ago,https://www.google.com/maps/contrib/104515771172290760407/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegUIARC2AQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Fintan Hynes,Great facilities. Held day one of Munster T& F championship,5,5,5 months ago,https://www.google.com/maps/contrib/103808198134705016145/reviews?hl=en-US&sa=X&ved=2ahUKEwiCysfL6OP7AhUqFlkFHYvSBTkQvfQBegUIARCaAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Ann McSweeney,Very well run event.,5,5,a month ago,https://www.google.com/maps/contrib/113079766639825731888/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARBE,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Jonathan Abramson,Clean spacious campus with good sports facilities,5,5,4 months ago,https://www.google.com/maps/contrib/104600200917161709181/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegQIARAC,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
Alexis Walkden,"When actually working in a relative industry, you realise just how outdated and basic the Multimedia / Creative Digital Media course is. Now working in digital marketing, nothing I was taught in the course was truly relevant except for the business class and web development. Flash isn't relevant to ANY industry in this day and age. If you plan on asking for a reference afterwards from the department head, forget about it. You don't even get a response to give reasons why they can't or won't. Only two lecturers were memorable for being any good out of the entire four years. Some lecturers were out because they were going in and out of rehab. You pay three grand a year to be told, go watch instructional YouTube videos. That said, easy course for someone who wants a degree for the sake of it or pleasing their parents. Knock yourselves out, have the best four years of your life.",3,5,2 years ago,https://www.google.com/maps/contrib/101954247448741417184/reviews?hl=en-US&sa=X&ved=2ahUKEwiH3pbM6OP7AhUBKFkFHdK3CVQQvfQBegUIARCgAQ,www.google.com,Munster Technological University,"Rossa Ave, Bishopstown, Cork, Ireland",
